EstateId,EstateType,Area,NoFloors,MarketType,DecorCondition,FK_Address,FK_OwnedBy
18147,SingleFamily,174,1,New,FullyDecorated,18147,DW-FrheyMdrJ-6248@me.com
18148,SingleFamily,474,3,New,Unfinished,18148,DW-GgJFQkmiJCnwGKyQ-5439@o2.pl
18149,SingleFamily,320,1,Used,FullyDecorated,18149,DW-uSKxRCxbrtHiCYa-7259@gmx.com
18150,Flat,189,1,Old,InDevelopment,18150,DW-dcYHLLOOKQFCyR-6350@wp.pl
18151,SingleFamily,471,2,Used,FullyDecorated,18151,DW-jtuIXPDikIzF-9769@o2.pl
18152,SingleFamily,474,2,Used,InDevelopment,18152,DW-bevFBjRaoOlbaH-6366@protonmail.com
18153,Flat,35,1,Used,BareShell,18153,DW-idXcfHoESEgUNvHe-5267@hotmail.com
18154,Condo,174,2,Used,FullyDecorated,18154,DW-uuYRCsBjOJ-0550@wp.pl
18155,SingleFamily,198,2,Renovated,FullyDecorated,18155,DW-ZhyRRHjJxZRrn-8155@o2.pl
18156,Flat,74,1,Used,Unfinished,18156,DW-ZOiKgsNxyGPa-3678@protonmail.com
18157,SingleFamily,261,1,Renovated,FullyDecorated,18157,DW-MirEnxTZkkjFuiqg-5377@mail.com
18158,Condo,168,1,Renovated,BareShell,18158,DW-BmDDkqWJtx-7910@icloud.com
18159,Condo,138,1,Used,FullyDecorated,18159,DW-msgGobQAYHu-0317@protonmail.com
18160,Flat,152,1,New,FullyDecorated,18160,DW-uPdUMcsX-3845@yahoo.com
18161,Condo,159,2,Used,FullyDecorated,18161,DW-BFFNoBNVvNC-4954@protonmail.com
18162,Flat,162,1,Used,Unfinished,18162,DW-LsVXlRzECLRnqIBL-9930@aol.com
18163,Condo,144,1,Renovated,FullyDecorated,18163,DW-KvjxLpEosaOmOmm-6135@aol.com
18164,Flat,71,1,New,Unfinished,18164,DW-BLEJgDxFVOiReGKi-0676@op.pl
18165,Condo,150,2,Used,BareShell,18165,DW-DUibddCDSx-4729@live.com
18166,SingleFamily,301,2,Used,FullyDecorated,18166,DW-jnybRhshJldKt-5745@yandex.com
18167,Condo,102,2,New,FullyDecorated,18167,DW-JHpcrbVDmnZWuno-6294@inbox.lv
18168,Flat,100,1,Renovated,FullyDecorated,18168,DW-EkQPBUJV-1549@me.com
18169,SingleFamily,122,2,New,InDevelopment,18169,DW-CavwUyYdo-9152@o2.pl
18170,Condo,104,1,Used,Unfinished,18170,DW-SFRrWcsPAXUT-6989@onet.pl
18171,Condo,128,2,Used,FullyDecorated,18171,DW-QAKQwckmwxnLvIn-7034@o2.pl
18172,Condo,128,2,Renovated,FullyDecorated,18172,DW-NrTYfzNxBdWIJ-1962@gmail.com
18173,Condo,110,2,Used,Unfinished,18173,DW-OszItvCVhRKnP-8587@aol.com
18174,Condo,145,1,Used,BareShell,18174,DW-yCpVtIfKopiXPG-4784@hotmail.com
18175,Flat,223,1,Old,FullyDecorated,18175,DW-NjSvNDWzgZiAqRSb-3901@live.com
18176,Flat,193,1,Renovated,Unfinished,18176,DW-JMOFRmEHE-6535@o2.pl
18177,Condo,146,1,Renovated,FullyDecorated,18177,DW-YxZnqjcNioyTqlv-7241@hotmail.com
18178,Condo,111,1,New,FullyDecorated,18178,DW-UxyWpsNxMYRlTS-6890@yandex.com
18179,Condo,154,1,Used,FullyDecorated,18179,DW-SnExktTYxpCV-7813@wp.pl
18180,SingleFamily,116,1,Used,Unfinished,18180,DW-PfPcrVuTNhzZPTCs-9497@outlook.com
18181,Condo,200,1,Used,FullyDecorated,18181,DW-jVxVGYMByySaddpY-4678@onet.pl
18182,Flat,111,1,Renovated,Unfinished,18182,DW-tultwkIOgkR-9168@icloud.com
18183,Condo,188,1,Used,FullyDecorated,18183,DW-kcIRvBQkULOnx-1299@gmx.com
18184,Condo,132,1,Used,FullyDecorated,18184,DW-FuMSPqNbfE-3788@yandex.com
18185,Flat,161,1,New,FullyDecorated,18185,DW-bcbvtBImrWyDMiEi-6285@tutanota.com
18186,Flat,98,1,Used,Unfinished,18186,DW-GwSHNONiL-1982@live.com
18187,Flat,98,1,Used,Unfinished,18187,DW-gkTQlwcVgCwISY-9259@icloud.com
18188,Condo,116,2,Used,FullyDecorated,18188,DW-GJGNQVytcD-2980@o2.pl
18189,Condo,159,2,New,BareShell,18189,DW-CPfyYzuKVUAkmhjx-9793@op.pl
18190,SingleFamily,420,2,New,Unfinished,18190,DW-XDITzwwQp-2477@onet.pl
18191,Condo,155,2,New,InDevelopment,18191,DW-kvQlSbFVtaPC-3996@op.pl
18192,SingleFamily,426,2,New,InDevelopment,18192,DW-msPQyTJp-8961@interia.pl
18193,Condo,161,2,Used,Unfinished,18193,DW-VIYiRIeg-1288@live.com
18194,SingleFamily,467,2,New,FullyDecorated,18194,DW-wXhRzEUjFoGyOKsS-5583@live.com
18195,SingleFamily,390,2,New,Unfinished,18195,DW-urCtYtUbShSc-9227@outlook.com
18196,SingleFamily,431,2,Used,FullyDecorated,18196,DW-BCJaxdVdJ-4422@outlook.com
18197,Condo,177,2,Renovated,InDevelopment,18197,DW-QKoKmABMFaxyT-3949@wp.pl
18198,Condo,179,2,New,FullyDecorated,18198,DW-GYzYaBVMpWWlkroG-7510@icloud.com
18199,Condo,119,2,Used,Unfinished,18199,DW-pvYnEAvsFTT-7406@aol.com
18200,Flat,147,1,Used,FullyDecorated,18200,DW-MKshiimQn-4947@aol.com
18201,SingleFamily,82,1,Renovated,Unfinished,18201,DW-uSHtBRVPNuNtlOv-4008@icloud.com
18202,Flat,187,1,New,Unfinished,18202,DW-QrsOWapmEeiYESY-7025@o2.pl
18203,Flat,175,1,New,BareShell,18203,DW-FSwccHLynhAxA-5058@mail.com
18204,Flat,250,1,Old,Unfinished,18204,DW-kPrmlIAnwL-0202@wp.pl
18205,Flat,76,1,Renovated,InDevelopment,18205,DW-snarbjtvdPBoyWBj-1936@interia.pl
18206,Flat,166,1,Old,InDevelopment,18206,DW-CmZiDuQzDc-5299@zoho.com
18207,SingleFamily,163,2,Used,FullyDecorated,18207,DW-JCMsPBZsKg-4637@zoho.com
18208,Condo,163,2,New,FullyDecorated,18208,DW-osGtFDzcAQ-1968@gmx.com
18209,Flat,202,1,Used,Unfinished,18209,DW-agoBpSyQDoxO-3832@aol.com
18210,SingleFamily,219,1,Used,Unfinished,18210,DW-rMBdMlwarshR-1756@o2.pl
18211,SingleFamily,484,1,New,FullyDecorated,18211,DW-aNESOdPl-6450@onet.pl
18212,Flat,189,2,Used,FullyDecorated,18212,DW-tmdsrUxk-6958@yandex.com
18213,SingleFamily,412,2,New,InDevelopment,18213,DW-qJgIbHPjed-5523@inbox.lv
18214,SingleFamily,478,2,Used,InDevelopment,18214,DW-uoSWyrBKTHgg-7679@wp.pl
18215,Flat,87,1,Renovated,FullyDecorated,18215,DW-cnBQQKpEFivJZby-7765@onet.pl
18216,SingleFamily,397,2,Used,FullyDecorated,18216,DW-GPKRqBZCnBleGO-1832@aol.com
18217,Condo,171,1,Used,FullyDecorated,18217,DW-eRMlUsMx-3088@o2.pl
18218,Flat,175,1,Used,FullyDecorated,18218,DW-eQXXOinsAAoZKbz-6938@mail.com
18219,SingleFamily,167,2,New,FullyDecorated,18219,DW-JtSWlgBnfGQwP-1284@op.pl
18220,Condo,166,2,New,BareShell,18220,DW-zphmmUeum-8441@o2.pl
18221,Flat,114,1,Used,FullyDecorated,18221,DW-zGEFvQBQrmmLnBZw-3873@wp.pl
18222,Flat,216,1,New,FullyDecorated,18222,DW-gpygbNfRLWGqZP-9394@hotmail.com
18223,Condo,170,2,Used,FullyDecorated,18223,DW-TvDdFnpSShKLXAKp-6477@mail.com
18224,Condo,143,2,Used,InDevelopment,18224,DW-uBajvTYfdOIbdvCL-9671@yandex.com
18225,Flat,132,1,New,FullyDecorated,18225,DW-HOAnMWkN-5397@live.com
18226,Flat,116,1,Used,InDevelopment,18226,DW-YizBntzP-2183@protonmail.com
18227,Condo,126,2,Used,InDevelopment,18227,DW-iZBtEbtoLrpNEla-4229@yahoo.com
18228,Condo,173,2,Used,FullyDecorated,18228,DW-ZzezaxbJbpoaJuHh-6690@zoho.com
18229,Flat,103,1,New,Unfinished,18229,DW-BQFYlNXQJDEa-1392@gmail.com
18230,Condo,174,2,New,FullyDecorated,18230,DW-UbbancVUGwwzyqs-0011@icloud.com
18231,Flat,241,1,Old,Unfinished,18231,DW-elseZglVdnsEjsR-3958@onet.pl
18232,Flat,156,1,New,FullyDecorated,18232,DW-qfwWpeKEyzFxK-1978@aol.com
18233,Flat,194,2,New,BareShell,18233,DW-KqWiTDIoGLPZs-3133@aol.com
18234,SingleFamily,386,1,Old,FullyDecorated,18234,DW-GxOpHQxQNax-2218@mail.com
18235,SingleFamily,373,2,New,Unfinished,18235,DW-qBzehVPHNbTkLO-1254@gmx.com
18236,Flat,33,1,Used,FullyDecorated,18236,DW-TRusjgTlmKugLZJo-2609@onet.pl
18237,SingleFamily,200,2,New,FullyDecorated,18237,DW-SvZLAdIgbAXzm-1944@mail.com
18238,SingleFamily,205,2,New,FullyDecorated,18238,DW-ZtjyMoLy-8325@wp.pl
18239,Condo,123,2,Renovated,FullyDecorated,18239,DW-RNptrxKPWXuoRBb-7569@yahoo.com
18240,Condo,100,2,Used,FullyDecorated,18240,DW-CynkuSGHt-8843@protonmail.com
18241,Flat,193,1,Used,Unfinished,18241,DW-LTlprgeyIHhBA-4207@yahoo.com
18242,Flat,230,1,Used,InDevelopment,18242,DW-BeEzWRQsCZYxzS-1764@interia.pl
18243,Condo,125,1,New,Unfinished,18243,DW-oyWAdgLExDmQWl-7344@wp.pl
18244,SingleFamily,377,1,Used,Unfinished,18244,DW-kZSdCEgtyaPDrX-6184@gmx.com
18245,Condo,113,2,Used,FullyDecorated,18245,DW-REWaAMyf-5401@gmx.com
18246,Condo,170,2,New,FullyDecorated,18246,DW-OebvTbFegSvur-8081@onet.pl
18247,SingleFamily,290,2,Old,FullyDecorated,18247,DW-zDFimxfIootVxxZy-4473@icloud.com
18248,Condo,108,2,Used,Unfinished,18248,DW-alWfgcrg-1823@gmx.com
18249,Flat,234,1,Used,FullyDecorated,18249,DW-XKWZtenEufkl-7366@icloud.com
18250,Flat,39,1,Used,FullyDecorated,18250,DW-AjVWYvpPofbn-9385@me.com
18251,Condo,178,1,Used,InDevelopment,18251,DW-WQaklpLk-5052@mail.com
18252,Flat,115,1,Used,Unfinished,18252,DW-YuYLSePuoxuHonx-2742@gmx.com
18253,Flat,165,1,New,BareShell,18253,DW-YoDjpKRuSNqdoD-2669@hotmail.com
18254,Flat,144,1,New,FullyDecorated,18254,DW-HqWjbFVgqbgbDRt-1974@wp.pl
18255,Condo,130,2,Used,FullyDecorated,18255,DW-KewwjKTtVMdFLy-5707@inbox.lv
18256,SingleFamily,383,3,New,FullyDecorated,18256,DW-AlLqCdqoW-7696@zoho.com
18257,Condo,195,2,New,FullyDecorated,18257,DW-GdLJmOzk-6165@o2.pl
18258,SingleFamily,388,2,Renovated,FullyDecorated,18258,DW-CRedxDMehqL-9382@mail.com
18259,Condo,103,2,Used,Unfinished,18259,DW-dyZjMsQLIYpxv-6852@yandex.com
18260,Flat,198,1,New,FullyDecorated,18260,DW-STROhCXFiDuJKsZ-6433@onet.pl
18261,Condo,123,1,New,Unfinished,18261,DW-zIvDQqbGJZZ-2993@aol.com
18262,Flat,60,2,Used,Unfinished,18262,DW-VNjbUIeLBaoJLI-7952@op.pl
18263,SingleFamily,444,2,New,Unfinished,18263,DW-IohYIgrDP-3347@interia.pl
18264,Flat,143,1,Used,FullyDecorated,18264,DW-DfoSGORbfpd-3403@yandex.com
18265,Flat,153,1,New,Unfinished,18265,DW-ExQZxolsQpFu-1915@onet.pl
18266,Flat,160,1,Old,BareShell,18266,DW-BTHWgZaTGtiZ-2608@protonmail.com
18267,Condo,186,1,Used,InDevelopment,18267,DW-JpbLCduhnityDTL-4118@hotmail.com
18268,SingleFamily,149,2,Used,InDevelopment,18268,DW-cdHPHJSsySt-3434@yandex.com
18269,Flat,239,1,Used,FullyDecorated,18269,DW-buSEhhcdaDjp-3916@onet.pl
18270,SingleFamily,215,2,Used,InDevelopment,18270,DW-bWYQMxMcciXO-1563@gmail.com
18271,Condo,197,2,Old,FullyDecorated,18271,DW-XlbYNGFRUmDE-9073@yandex.com
18272,SingleFamily,267,2,Used,InDevelopment,18272,DW-gjbdpeAwxjGEL-0836@inbox.lv
18273,SingleFamily,338,2,Used,InDevelopment,18273,DW-FAoDqkOOgvyhR-2862@icloud.com
18274,Condo,196,2,Renovated,FullyDecorated,18274,DW-cOxmalnCwxwhkdE-5619@me.com
18275,Condo,132,2,New,BareShell,18275,DW-AxhBJUZAMIwGBJq-4330@onet.pl
18276,Flat,158,1,Used,FullyDecorated,18276,DW-MQHUALeLFd-0284@protonmail.com
18277,Condo,130,1,New,BareShell,18277,DW-cMwdtqGsTlLE-4012@outlook.com
18278,Flat,104,1,Old,BareShell,18278,DW-pwkKqVpSQFbYz-6492@wp.pl
18279,Flat,172,1,Used,FullyDecorated,18279,DW-lYfktNgKAVmF-7534@outlook.com
18280,Flat,231,1,Used,FullyDecorated,18280,DW-NWeiCCRdDOoPYA-4927@onet.pl
18281,Flat,227,1,Used,FullyDecorated,18281,DW-hLHfLhnHG-9116@aol.com
18282,SingleFamily,330,1,Used,FullyDecorated,18282,DW-VjxQtCTdyuUK-4284@icloud.com
18283,Condo,105,2,Old,FullyDecorated,18283,DW-tFCjHyPNRXciI-0594@gmail.com
18284,Condo,165,1,New,FullyDecorated,18284,DW-NxydyfzvbZyIaln-1128@interia.pl
18285,Flat,88,1,New,FullyDecorated,18285,DW-kGHbrRkKZNjZLb-4643@aol.com
18286,Condo,135,1,New,FullyDecorated,18286,DW-LZSAMMXoKs-9003@protonmail.com
18287,Flat,217,1,Used,FullyDecorated,18287,DW-bPYwSxZdhrWgDw-1658@icloud.com
18288,Flat,143,1,New,FullyDecorated,18288,DW-mvfSevja-5985@yahoo.com
18289,SingleFamily,439,1,Used,InDevelopment,18289,DW-glhMpXfzcBZjIr-1090@aol.com
18290,Flat,188,1,New,BareShell,18290,DW-FAHGuACiSYRCPC-8440@yandex.com
18291,SingleFamily,282,2,Used,FullyDecorated,18291,DW-YIvBrTwLRTSGhj-9401@icloud.com
18292,Flat,201,1,Old,Unfinished,18292,DW-TkBshHiple-0795@aol.com
18293,Flat,84,1,Old,FullyDecorated,18293,DW-KKnSvosiyDIbdp-9039@yandex.com
18294,SingleFamily,212,1,Used,FullyDecorated,18294,DW-vRAfSbpwu-7084@zoho.com
18295,SingleFamily,128,3,Old,FullyDecorated,18295,DW-ZjcSTRtAOYwmddyN-5717@mail.com
18296,Condo,107,1,Used,FullyDecorated,18296,DW-JeVMTsJYcrUEcPuc-8178@inbox.lv
18297,Flat,127,1,Used,FullyDecorated,18297,DW-IiNerVyDIhQOg-6642@op.pl
18298,SingleFamily,217,1,Used,Unfinished,18298,DW-TIVHvzcLoTaR-2170@aol.com
18299,Condo,155,2,Renovated,InDevelopment,18299,DW-rBPpxUQOOzn-0288@hotmail.com
18300,Condo,105,1,Old,FullyDecorated,18300,DW-BvHHvsOBVZv-8390@aol.com
18301,Condo,157,1,New,BareShell,18301,DW-YgCxXEFR-9751@gmx.com
18302,Condo,122,2,Used,FullyDecorated,18302,DW-rpGWXjiYZzsZvyi-4043@inbox.lv
18303,Condo,134,2,Used,Unfinished,18303,DW-DkjNtooBFHIYA-4304@o2.pl
18304,Condo,148,2,New,FullyDecorated,18304,DW-MHceGXGANz-0901@live.com
18305,Condo,169,2,Used,FullyDecorated,18305,DW-RkzJEszRMbMNdRX-7147@zoho.com
18306,SingleFamily,115,2,New,InDevelopment,18306,DW-STakJipP-3820@zoho.com
18307,Flat,45,2,Used,FullyDecorated,18307,DW-wvkHTaMzKp-9593@yandex.com
18308,SingleFamily,310,2,Old,InDevelopment,18308,DW-dVhLNrHqBbHA-8547@aol.com
18309,SingleFamily,246,1,New,InDevelopment,18309,DW-jxAfCLFvDWiP-4934@inbox.lv
18310,SingleFamily,389,2,New,FullyDecorated,18310,DW-vRRHpXXXP-8072@yandex.com
18311,SingleFamily,362,2,Used,Unfinished,18311,DW-vDIzIhbLVyMTA-7660@zoho.com
18312,Condo,190,1,Used,FullyDecorated,18312,DW-mRUqlHkvtXaK-6874@yandex.com
18313,Condo,190,2,Renovated,FullyDecorated,18313,DW-VudwisejCBwLSLuq-7054@yahoo.com
18314,SingleFamily,357,2,Used,FullyDecorated,18314,DW-KGyqvhNDFP-4348@gmx.com
18315,Condo,144,2,New,FullyDecorated,18315,DW-zrGJZtPeHuonvQ-0981@live.com
18316,Condo,112,2,Old,FullyDecorated,18316,DW-GYMSxCGrRuWB-9092@outlook.com
18317,SingleFamily,309,2,Used,FullyDecorated,18317,DW-XvhKlvIBE-3577@icloud.com
18318,Condo,124,2,Used,FullyDecorated,18318,DW-tGyvLNYNFlhdY-2603@interia.pl
18319,SingleFamily,327,2,Used,Unfinished,18319,DW-yejigoeT-2360@zoho.com
18320,Flat,52,1,Used,FullyDecorated,18320,DW-uacFLJQT-2204@mail.com
18321,SingleFamily,117,1,Used,FullyDecorated,18321,DW-OEriMnoHMBCAxxbc-1577@tutanota.com
18322,Condo,158,1,Used,FullyDecorated,18322,DW-SioURtWe-1538@wp.pl
18323,SingleFamily,240,2,New,Unfinished,18323,DW-oRGQtrZKe-2673@icloud.com
18324,Flat,112,1,New,Unfinished,18324,DW-iMIlOuQpMX-3310@inbox.lv
18325,Condo,127,2,Renovated,FullyDecorated,18325,DW-ZhWTAeRhKNdSIMSi-0122@inbox.lv
18326,Flat,29,1,New,FullyDecorated,18326,DW-jtuIXPDikIzF-9769@o2.pl
18327,SingleFamily,465,2,Used,Unfinished,18327,DW-DnpttVMtXKdL-5122@me.com
18328,SingleFamily,306,2,Renovated,InDevelopment,18328,DW-evzHsIawFn-9652@tutanota.com
18329,Condo,151,1,Renovated,FullyDecorated,18329,DW-cWPeWkVrQrkdyQVQ-2973@me.com
18330,Condo,114,2,New,FullyDecorated,18330,DW-zkOrQaLeeAtqVhc-4596@aol.com
18331,Flat,217,1,New,FullyDecorated,18331,DW-GnHfjsTHruE-9639@outlook.com
18332,SingleFamily,477,2,Used,Unfinished,18332,DW-uknOCJOg-9889@interia.pl
18333,Flat,91,1,New,FullyDecorated,18333,DW-DZrIFqGErrdc-0693@yandex.com
18334,Flat,41,1,New,FullyDecorated,18334,DW-ZAcBvpqifVfTu-2341@live.com
18335,Condo,163,1,Used,FullyDecorated,18335,DW-ewQcvJlk-1693@live.com
18336,Flat,86,1,Used,BareShell,18336,DW-lvIeCItomjKrWCmF-3457@tutanota.com
18337,Condo,148,1,Used,BareShell,18337,DW-WukGNVoVJD-9982@protonmail.com
18338,Condo,148,2,New,Unfinished,18338,DW-OnMvMywqINDo-1880@mail.com
18339,Flat,164,1,New,BareShell,18339,DW-QdswOplMJYcF-9127@aol.com
18340,Condo,137,2,Used,FullyDecorated,18340,DW-fJdATiStNoKtwKE-6932@protonmail.com
18341,SingleFamily,217,2,Used,InDevelopment,18341,DW-TUbMlZLdqLZw-6305@onet.pl
18342,Flat,46,1,Used,FullyDecorated,18342,DW-uWPfjDVpaewMBC-9693@tutanota.com
18343,SingleFamily,114,1,Old,InDevelopment,18343,DW-IkylNcTto-3380@zoho.com
18344,Condo,108,2,New,Unfinished,18344,DW-bLRftImE-8752@gmail.com
18345,Condo,143,1,Used,Unfinished,18345,DW-yVwbgjof-2915@interia.pl
18346,Flat,135,1,Used,FullyDecorated,18346,DW-wJvACwVprTG-2773@yahoo.com
18347,SingleFamily,237,2,Used,Unfinished,18347,DW-wUGmrNgiOcDvw-1483@interia.pl
18348,Flat,126,1,Used,FullyDecorated,18348,DW-tcLJcgkdI-6007@o2.pl
18349,Condo,170,1,Used,FullyDecorated,18349,DW-RuTMYZCuKz-7948@o2.pl
18350,SingleFamily,257,2,New,Unfinished,18350,DW-iARCHzipnZUVvNor-0718@gmx.com
18351,Condo,112,2,Used,FullyDecorated,18351,DW-ZSJmrvdDuXzELEa-6819@inbox.lv
18352,Flat,134,1,Renovated,FullyDecorated,18352,DW-SnExktTYxpCV-7813@wp.pl
18353,SingleFamily,462,2,New,Unfinished,18353,DW-uguXxptvTc-0796@protonmail.com
18354,SingleFamily,294,2,Used,Unfinished,18354,DW-puWUHygtwUDV-3387@wp.pl
18355,SingleFamily,323,2,Used,InDevelopment,18355,DW-HdsXYfiORVmkOEbW-0383@gmail.com
18356,Flat,191,1,New,FullyDecorated,18356,DW-oaCpBHjOtgzetWsl-9912@outlook.com
18357,SingleFamily,462,2,Used,InDevelopment,18357,DW-fIZcRTODRy-7215@aol.com
18358,SingleFamily,499,2,Used,FullyDecorated,18358,DW-JhaRFHsJqZwyIK-4587@inbox.lv
18359,Condo,161,2,New,Unfinished,18359,DW-hJaVqZCJhLjZmNkH-4768@me.com
18360,SingleFamily,286,1,Used,FullyDecorated,18360,DW-SVTLHeLQESfYfPr-1141@outlook.com
18361,Flat,243,1,New,FullyDecorated,18361,DW-sWFNVJLEre-2886@me.com
18362,SingleFamily,228,2,New,FullyDecorated,18362,DW-wOkNPpNrmPu-8722@icloud.com
18363,Condo,118,2,Used,FullyDecorated,18363,DW-zxUKjVVviDQglUY-7936@live.com
18364,SingleFamily,263,2,New,BareShell,18364,DW-pUKXpkUqTIVZFik-1608@yandex.com
18365,Condo,158,2,Used,FullyDecorated,18365,DW-gtHiVqnHO-5243@inbox.lv
18366,Flat,203,1,Used,Unfinished,18366,DW-sHzYSbPpmSoLdq-2657@protonmail.com
18367,Condo,184,2,Old,FullyDecorated,18367,DW-UNERLIkHSXcUVfDy-1909@yahoo.com
18368,SingleFamily,456,2,Old,Unfinished,18368,DW-ymkajHwpmhuRrs-6106@interia.pl
18369,Flat,202,1,Renovated,Unfinished,18369,DW-uuYRCsBjOJ-0550@wp.pl
18370,Condo,161,2,Used,Unfinished,18370,DW-sHzYSbPpmSoLdq-2657@protonmail.com
18371,Condo,150,2,Renovated,FullyDecorated,18371,DW-kspOyhkieKvPY-4722@gmx.com
18372,Flat,116,1,Used,FullyDecorated,18372,DW-zRtYtVNCgwttFpe-8524@aol.com
18373,SingleFamily,230,2,New,FullyDecorated,18373,DW-KyPrGDUDhtEScD-9876@gmail.com
18374,Flat,154,1,Used,FullyDecorated,18374,DW-sNuoQwWFCpLT-6416@inbox.lv
18375,SingleFamily,431,1,Used,BareShell,18375,DW-tQrSOYrM-6988@yandex.com
18376,SingleFamily,340,3,Old,FullyDecorated,18376,DW-wPORwqQYregWF-4789@gmail.com
18377,SingleFamily,298,2,Used,Unfinished,18377,DW-TvELSqFysCU-4368@me.com
18378,Condo,133,2,Used,BareShell,18378,DW-HdGXuWxXyhxNKSlv-0204@mail.com
18379,SingleFamily,217,2,New,Unfinished,18379,DW-RkzJEszRMbMNdRX-7147@zoho.com
18380,Flat,189,1,New,FullyDecorated,18380,DW-ZXKTAapQtDYUV-6737@gmx.com
18381,SingleFamily,161,2,Old,FullyDecorated,18381,DW-ZJnMTzqTirlUxYel-6455@gmx.com
18382,SingleFamily,429,1,Used,FullyDecorated,18382,DW-JhyjdYQikmRisV-1969@hotmail.com
18383,SingleFamily,394,2,Used,FullyDecorated,18383,DW-bWZemqFRgoiN-6182@aol.com
18384,Flat,152,1,Renovated,FullyDecorated,18384,DW-linMbgixqFByefs-4871@yahoo.com
18385,Condo,101,2,Old,Unfinished,18385,DW-tqxytgIHQUc-3557@hotmail.com
18386,SingleFamily,326,2,Renovated,FullyDecorated,18386,DW-MPjfOZoR-2304@gmx.com
18387,SingleFamily,421,3,New,FullyDecorated,18387,DW-kFyjzxePGckCe-3130@zoho.com
18388,SingleFamily,264,1,Used,Unfinished,18388,DW-TtfthVGUaZuAa-0896@protonmail.com
18389,SingleFamily,429,2,Used,InDevelopment,18389,DW-CKFTQJGTaYTRIU-6709@tutanota.com
18390,Condo,166,2,Used,FullyDecorated,18390,DW-JjvKyqCoQna-4802@protonmail.com
18391,SingleFamily,115,1,Used,InDevelopment,18391,DW-qJWoumzBW-7053@zoho.com
18392,SingleFamily,89,2,New,FullyDecorated,18392,DW-ypsYFKlwr-8147@me.com
18393,Flat,229,1,New,InDevelopment,18393,DW-BscICELp-2707@protonmail.com
18394,Flat,238,1,Old,FullyDecorated,18394,DW-xZHBDLjMs-4261@op.pl
18395,Flat,81,1,New,BareShell,18395,DW-JTshSUPfYhf-7493@gmail.com
18396,Flat,46,2,Used,FullyDecorated,18396,DW-dtMSzDXTrQmop-0227@outlook.com
18397,Flat,249,1,Used,FullyDecorated,18397,DW-pDcQnxNH-5146@inbox.lv
18398,Condo,105,2,Old,FullyDecorated,18398,DW-UZABqsqvXRtvSr-8198@tutanota.com
18399,Flat,49,1,Used,Unfinished,18399,DW-YvYEceyXYyZYKf-2810@me.com
18400,Condo,150,1,Used,FullyDecorated,18400,DW-Ykqlaacao-2167@o2.pl
18401,SingleFamily,115,2,Used,Unfinished,18401,DW-LtvmAwwwuN-9350@onet.pl
18402,SingleFamily,383,2,Used,FullyDecorated,18402,DW-ojxdEkNX-5959@interia.pl
18403,Flat,105,2,New,FullyDecorated,18403,DW-PHZwgeBVmSQgJ-1754@icloud.com
18404,Condo,198,2,Used,Unfinished,18404,DW-xZQsEKyJn-7206@outlook.com
18405,Condo,164,2,Old,BareShell,18405,DW-KHoxWDMLiJxMvtaS-7188@o2.pl
18406,SingleFamily,448,2,Renovated,Unfinished,18406,DW-psaBUvvmV-9122@me.com
18407,Flat,79,1,Renovated,FullyDecorated,18407,DW-TxpodYatGqVG-8469@onet.pl
18408,Condo,120,2,Used,FullyDecorated,18408,DW-ZekpZUdcvL-5712@inbox.lv
18409,Flat,196,1,Used,BareShell,18409,DW-CrnkUxjLTmhvPl-6571@hotmail.com
18410,Condo,195,2,Old,FullyDecorated,18410,DW-xNnqrUcQwxmRzPwG-2549@mail.com
18411,SingleFamily,388,3,Used,BareShell,18411,DW-jVgemJJgWn-1534@me.com
18412,SingleFamily,87,1,Old,InDevelopment,18412,DW-TnasdoqzCA-5913@icloud.com
18413,Flat,137,2,Used,FullyDecorated,18413,DW-ZBopvGVgf-1282@zoho.com
18414,Flat,100,1,Used,FullyDecorated,18414,DW-RoaayMWY-1729@protonmail.com
18415,Flat,74,1,New,FullyDecorated,18415,DW-rpkjUGovCmNlR-1234@tutanota.com
18416,SingleFamily,373,3,Used,Unfinished,18416,DW-wtsgMYvKmg-8225@tutanota.com
18417,Flat,238,1,New,FullyDecorated,18417,DW-YkcpDcenfVTv-6691@me.com
18418,SingleFamily,469,1,Used,FullyDecorated,18418,DW-ioyXprWghs-9451@interia.pl
18419,Condo,167,2,Old,Unfinished,18419,DW-xeJQjqeXAFZE-1286@gmail.com
18420,Condo,171,1,Used,FullyDecorated,18420,DW-VmawNmDbTXOlH-4887@mail.com
18421,Flat,94,1,Used,BareShell,18421,DW-DiHvHWth-9479@aol.com
18422,Condo,137,1,Used,Unfinished,18422,DW-JhARcUOXVsJ-7994@live.com
18423,SingleFamily,460,2,New,Unfinished,18423,DW-urjGQLpZGEWVjQKd-9553@aol.com
18424,SingleFamily,469,1,Used,Unfinished,18424,DW-tAlHHaaE-7487@gmail.com
18425,SingleFamily,189,1,New,FullyDecorated,18425,DW-eZfpPastJXokz-0182@onet.pl
18426,Condo,162,2,Old,FullyDecorated,18426,DW-hHCqhMZFeh-1469@onet.pl
18427,Condo,171,2,Used,FullyDecorated,18427,DW-FTvDwWBPtdinJWL-6269@tutanota.com
18428,Flat,103,1,New,Unfinished,18428,DW-lhUrNNXaXoW-4271@gmail.com
18429,Flat,205,1,Used,FullyDecorated,18429,DW-HJnjcSPZBHrPV-1308@icloud.com
