RequestId,AskingPrice,BuyRent,isAgentAssigned,isMadeOnline,CreatedAt,FK_Estate,FK_CreatedBy
22458,25147,Rent,0,1,2016-10-14 00:00,22458,DW-ukLUPzBD-5352@yahoo.com
22459,4018,Rent,0,1,2016-10-14 14:02,22459,DW-cUyJnvLiLK-4618@icloud.com
22460,10827,Rent,0,1,2016-10-14 19:54,22460,DW-mtSlCLZi-8599@o2.pl
22461,39014,Rent,0,1,2016-10-14 10:27,22461,DW-WTLCjmYTmSTY-9565@op.pl
22462,627357,Buy,0,1,2016-10-14 00:00,22462,DW-OuBswGMROX-6082@live.com
22463,689972,Buy,0,1,2016-10-15 08:11,22463,DW-jHXdlhpldbtI-5313@yandex.com
22464,542967,Buy,0,1,2016-10-15 12:06,22464,DW-AkEyMaGpXWQMq-7061@onet.pl
22465,10741,Rent,0,1,2016-10-15 13:39,22465,DW-yOGmLCoG-4832@outlook.com
22466,1185060,Buy,1,0,2016-10-15 00:00,22466,DW-wBnaykhR-9686@interia.pl
22467,1376932,Buy,0,1,2016-10-15 00:00,22467,DW-fKKpBvaJZ-4666@gmx.com
22468,10493,Rent,0,1,2016-10-15 07:30,22468,DW-tgAqdMYpBJg-3336@onet.pl
22469,5825,Rent,0,1,2016-10-15 00:00,22469,DW-iWiSuBCuaOWOnsA-2391@yandex.com
22470,28405,Rent,0,1,2016-10-15 00:00,22470,DW-RuTMYZCuKz-7948@o2.pl
22471,4614371,Buy,0,1,2016-10-16 00:00,22471,DW-JZuzOLdRzgaNBY-9068@icloud.com
22472,14532,Rent,0,1,2016-10-16 00:00,22472,DW-tVOiMAeRzOG-8471@live.com
22473,2099,Rent,1,0,2016-10-16 00:00,22473,DW-vLFqGCAuXDpZCJ-7871@protonmail.com
22474,4889400,Buy,1,1,2016-10-16 00:00,22474,DW-uOOofmeKBLr-7248@me.com
22475,13196,Rent,0,1,2016-10-16 00:00,22475,DW-KHZTBHBJNTUjZ-3533@protonmail.com
22476,1873335,Buy,0,1,2016-10-16 00:00,22476,DW-uLZBJWjjscFERGw-8145@zoho.com
22477,6927443,Buy,0,1,2016-10-17 00:00,22477,DW-OcMEWiKceahcS-3396@protonmail.com
22478,16603,Rent,0,1,2016-10-17 09:59,22478,DW-VJHciDNgjocQT-0822@live.com
22479,12025,Rent,0,1,2016-10-17 14:34,22479,DW-wAoTNJPUdRUOKc-6305@inbox.lv
22480,9675,Rent,0,1,2016-10-17 13:59,22480,DW-rxoUzliFlIsa-4386@outlook.com
22481,12666,Rent,0,1,2016-10-18 00:00,22481,DW-SdxFRwvzD-2225@tutanota.com
22482,3545,Rent,0,1,2016-10-18 00:00,22482,DW-NVJMYXwtTdxM-3410@zoho.com
22483,6215,Rent,0,1,2016-10-18 00:00,22483,DW-qVMKXEAWkbux-1572@aol.com
22484,4958313,Buy,0,1,2016-10-18 00:00,22484,DW-opLFDgKd-7546@wp.pl
22485,8898,Rent,0,1,2016-10-19 00:00,22485,DW-oTmqttFyW-6346@hotmail.com
22486,1421661,Buy,0,1,2016-10-19 14:57,22486,DW-bHfCYSXG-3956@onet.pl
22487,4375,Rent,0,1,2016-10-19 00:00,22487,DW-tLKnWDfOGDVx-2009@me.com
22488,698818,Buy,1,1,2016-10-19 00:00,22488,DW-ifduRLfkWGexs-4331@o2.pl
22489,490130,Buy,0,1,2016-10-19 00:00,22489,DW-cxdTVcQqQAhtR-8975@protonmail.com
22490,2252036,Buy,0,1,2016-10-19 00:00,22490,DW-xSwdoLREWcHe-9953@gmx.com
22491,115581,Buy,0,1,2016-10-19 00:00,22491,DW-ISiWBqcnU-8636@gmail.com
22492,10920,Rent,0,1,2016-10-19 00:00,22492,DW-KzgoIgBmnDMXssJ-6923@protonmail.com
22493,4174344,Buy,1,1,2016-10-19 13:18,22493,DW-NcnFwMlwCRG-5729@inbox.lv
22494,1270095,Buy,1,1,2016-10-20 00:00,22494,DW-xtceeFtZYA-0877@hotmail.com
22495,5687153,Buy,0,0,2016-10-20 00:00,22495,DW-pDcQnxNH-5146@inbox.lv
22496,1838018,Buy,0,1,2016-10-20 00:00,22496,DW-cEaUBiEWJIVI-7143@hotmail.com
22497,3406428,Buy,0,1,2016-10-20 00:00,22497,DW-GGUCTGkv-4179@tutanota.com
22498,19534,Rent,0,1,2016-10-20 00:00,22498,DW-udJHpaDwVxOXOwv-9910@icloud.com
22499,7438,Rent,0,1,2016-10-20 00:00,22499,DW-DXHydemre-2277@tutanota.com
22500,316827,Buy,1,1,2016-10-20 11:59,22500,DW-uxjWmLiyHHd-7640@mail.com
22501,2102598,Buy,0,1,2016-10-21 00:00,22501,DW-GjlYWcZMuC-6517@gmx.com
22502,40296,Rent,0,1,2016-10-21 00:00,22502,DW-WupmixGCkkG-7684@hotmail.com
22503,4558346,Buy,0,1,2016-10-21 00:00,22503,DW-bjBCHvYNeCruDz-4159@zoho.com
22504,28012,Rent,0,1,2016-10-21 00:00,22504,DW-LKfbGZadv-3651@gmx.com
22505,19847,Rent,0,1,2016-10-21 00:00,22505,DW-hFGmrimCSZndx-5098@protonmail.com
22506,24644,Rent,1,1,2016-10-21 00:00,22506,DW-MwbYHJwGPeXVcU-4187@inbox.lv
22507,2576631,Buy,1,0,2016-10-22 00:00,22507,DW-qbNkablaGGaTSG-7658@interia.pl
22508,6867,Rent,0,1,2016-10-22 00:00,22508,DW-GweMQnxWWwH-0236@op.pl
22509,3170378,Buy,0,0,2016-10-22 00:00,22509,DW-LzBICQlCyYynynM-9871@tutanota.com
22510,14040,Rent,0,1,2016-10-22 13:03,22510,DW-ZSCmTBMzqbh-3701@tutanota.com
22511,13841,Rent,0,1,2016-10-22 00:00,22511,DW-PTGlViWB-7455@yandex.com
22512,3127,Rent,0,1,2016-10-22 00:00,22512,DW-AAlQEicMadTBf-7131@live.com
22513,49831,Rent,0,1,2016-10-22 15:04,22513,DW-QwoqaQHLxySBm-9402@gmx.com
22514,49055,Rent,1,1,2016-10-22 00:00,22514,DW-xWMatGLXPzCVwxzc-5834@zoho.com
22515,7031,Rent,0,1,2016-10-22 00:00,22515,DW-oTpqvohHYWP-1611@hotmail.com
22516,371787,Buy,0,1,2016-10-22 09:34,22516,DW-ztiOxtLdRjiNN-8091@live.com
22517,2029318,Buy,1,1,2016-10-22 12:33,22517,DW-PUKfijUvpgr-9764@icloud.com
22518,1808153,Buy,0,1,2016-10-23 06:23,22518,DW-ojxdEkNX-5959@interia.pl
22519,7338396,Buy,0,1,2016-10-23 07:24,22519,DW-CoLZqLEfkt-1491@me.com
22520,2616,Rent,0,1,2016-10-23 00:00,22520,DW-ITtBEPWnjqAiuvH-2335@op.pl
22521,3516512,Buy,0,1,2016-10-23 11:14,22521,DW-NPvTtnmoy-2563@wp.pl
22522,21510,Rent,0,1,2016-10-23 14:12,22522,DW-ELNFwtZHtX-2278@o2.pl
22523,3239451,Buy,0,1,2016-10-23 00:00,22523,DW-EIFzpNZmDmprx-7498@onet.pl
22524,3376303,Buy,1,1,2016-10-24 00:00,22524,DW-UTrRQZOO-8413@icloud.com
22525,820293,Buy,0,1,2016-10-24 00:00,22525,DW-eJRdbvvrMBBElPtd-7618@interia.pl
22526,7064331,Buy,1,1,2016-10-24 00:00,22526,DW-hCDasuJQofJpUX-2096@outlook.com
22527,1401203,Buy,0,0,2016-10-24 00:00,22527,DW-mpNaASMOmJkjFii-7787@inbox.lv
22528,10675,Rent,0,1,2016-10-24 00:00,22528,DW-AUbNdvOiXkbL-6261@interia.pl
22529,22756,Rent,0,1,2016-10-24 10:37,22529,DW-scOnrJuSdnQksMT-4451@outlook.com
22530,7289,Rent,0,1,2016-10-24 00:00,22530,DW-TbtrAUrCemYjWmxS-3328@yandex.com
22531,1630449,Buy,1,1,2016-10-25 18:02,22531,DW-ikPZCesmqBCHM-3526@yahoo.com
22532,13698,Rent,0,1,2016-10-25 00:00,22532,DW-QnmCYTJZeBCZpUQ-8526@me.com
22533,9553,Rent,0,1,2016-10-25 08:29,22533,DW-WCErBfWmgJPdCd-0925@gmx.com
22534,1459855,Buy,0,1,2016-10-25 00:00,22534,DW-bCxfMtmVLoICqE-8351@icloud.com
22535,1474481,Buy,0,1,2016-10-25 00:00,22535,DW-AAlQEicMadTBf-7131@live.com
22536,3304555,Buy,0,1,2016-10-25 00:00,22536,DW-thBDfyhpLiDBK-6025@outlook.com
22537,9573,Rent,0,1,2016-10-25 00:00,22537,DW-dmairIoswnxq-2160@outlook.com
22538,15389,Rent,1,1,2016-10-25 00:00,22538,DW-uAXncMIfltlAn-2917@icloud.com
22539,12452,Rent,1,1,2016-10-25 00:00,22539,DW-xiolVKZPyRDzm-3713@onet.pl
22540,39695,Rent,0,1,2016-10-25 00:00,22540,DW-vizHAXTWOGJ-9143@icloud.com
22541,9108724,Buy,0,1,2016-10-25 00:00,22541,DW-SfYnkJbXGcCaNI-9343@icloud.com
22542,8517,Rent,0,1,2016-10-25 00:00,22542,DW-fCxCHcMAsRQl-6044@hotmail.com
22543,26859,Rent,0,1,2016-10-26 00:00,22543,DW-wjXSvqtvp-9537@op.pl
22544,1417778,Buy,0,1,2016-10-26 13:14,22544,DW-ZzCDvgRL-8468@outlook.com
22545,1682319,Buy,0,1,2016-10-26 10:53,22545,DW-CdzLicBCDFkKTu-4093@op.pl
22546,5755,Rent,0,1,2016-10-26 00:00,22546,DW-tgAqdMYpBJg-3336@onet.pl
22547,5275569,Buy,0,1,2016-10-26 00:00,22547,DW-niTXblQj-7984@yandex.com
22548,1194264,Buy,0,1,2016-10-26 00:00,22548,DW-RIuSwpOjt-7293@inbox.lv
22549,21664,Rent,1,1,2016-10-26 09:51,22549,DW-JxeVFvXsM-9527@op.pl
22550,9600333,Buy,0,1,2016-10-26 19:09,22550,DW-tztVapPDysZJtLz-8672@live.com
22551,9895546,Buy,0,1,2016-10-27 00:00,22551,DW-gtDCARqN-6046@yandex.com
22552,16579,Rent,0,0,2016-10-27 18:13,22552,DW-UNRjYoZHcE-4272@yahoo.com
22553,4444604,Buy,0,1,2016-10-27 12:50,22553,DW-zdpVgEIFrmj-6164@onet.pl
22554,4413,Rent,0,1,2016-10-27 15:43,22554,DW-HBAqmjxrAhLe-0966@op.pl
22555,21054,Rent,0,1,2016-10-27 00:00,22555,DW-QAKQwckmwxnLvIn-7034@o2.pl
22556,2215,Rent,0,1,2016-10-27 10:01,22556,DW-yGjhKpZsmJHBgfD-8360@live.com
22557,15109,Rent,0,1,2016-10-28 00:00,22557,DW-uHftddWvxeQimV-0127@gmail.com
22558,1140546,Buy,1,1,2016-10-28 00:00,22558,DW-acewTFDKzPE-7944@hotmail.com
22559,1687147,Buy,0,1,2016-10-28 00:00,22559,DW-hwXDFgOAplbr-8314@yahoo.com
22560,46139,Rent,1,1,2016-10-28 16:38,22560,DW-BvQXeIGUqNdCYB-8102@hotmail.com
22561,12732,Rent,0,1,2016-10-28 00:00,22561,DW-OEwKzESXlntecBtH-2908@mail.com
22562,12851,Rent,0,1,2016-10-28 00:00,22562,DW-FkuchIRUr-7569@live.com
22563,8743135,Buy,0,1,2016-10-28 00:00,22563,DW-VTvkmBltr-1194@outlook.com
22564,12445,Rent,0,1,2016-10-28 09:03,22564,DW-jmFLxDpK-2214@tutanota.com
22565,29687,Rent,0,1,2016-10-28 00:00,22565,DW-MHNJQdidIF-5038@yandex.com
22566,11373,Rent,0,1,2016-10-29 06:47,22566,DW-OEdMEfCDuSc-1141@yandex.com
22567,6743,Rent,0,1,2016-10-29 08:03,22567,DW-fmwOqnPCUsBZ-7128@gmail.com
22568,5059,Rent,0,1,2016-10-29 00:00,22568,DW-CNcUBDzhFdQ-0269@interia.pl
22569,1346934,Buy,0,1,2016-10-29 00:00,22569,DW-yQkYArpg-8846@hotmail.com
22570,7853,Rent,1,1,2016-10-29 00:00,22570,DW-fhjGlZVzPaMTEY-6620@tutanota.com
22571,28269,Rent,0,1,2016-10-29 00:00,22571,DW-FZEhDrgV-9151@op.pl
22572,1000645,Buy,0,0,2016-10-29 00:00,22572,DW-YuGUXhDmqs-1335@o2.pl
22573,1860231,Buy,0,1,2016-10-29 18:57,22573,DW-PPIRSnCGAxu-1645@hotmail.com
22574,16064,Rent,0,1,2016-10-30 00:00,22574,DW-zKADetfWRHYZ-7485@inbox.lv
22575,9898056,Buy,0,1,2016-10-30 00:00,22575,DW-TqYFlTOY-8239@onet.pl
22576,16681,Rent,0,1,2016-10-30 00:00,22576,DW-jaVwUPjqVTCGql-4589@mail.com
22577,16239,Rent,0,1,2016-10-30 18:16,22577,DW-zYiiePgcWjVo-5617@tutanota.com
22578,5495274,Buy,0,1,2016-10-30 00:00,22578,DW-yuAlejlc-3213@yahoo.com
22579,815941,Buy,0,1,2016-10-30 08:53,22579,DW-KtMEZshXya-4196@me.com
22580,28842,Rent,1,1,2016-10-30 00:00,22580,DW-tKTpmmpqn-0439@icloud.com
22581,22696,Rent,0,1,2016-10-30 00:00,22581,DW-hmIPotFyOnUsS-3747@interia.pl
22582,18248,Rent,0,1,2016-10-31 00:00,22582,DW-wvkHTaMzKp-9593@yandex.com
22583,5767,Rent,0,1,2016-10-31 08:04,22583,DW-jyOOdhiMBPIiS-0771@protonmail.com
22584,895071,Buy,0,1,2016-10-31 00:00,22584,DW-JmEAWmfuQ-2246@hotmail.com
22585,11674,Rent,0,1,2016-10-31 00:00,22585,DW-uXJsLbaJed-5197@yahoo.com
22586,10575,Rent,0,1,2016-10-31 00:00,22586,DW-xrHUGjzdqbXUv-6084@op.pl
22587,6405182,Buy,0,1,2016-10-31 08:02,22587,DW-CWAflFzeOXTTWk-8915@tutanota.com
22588,9267366,Buy,0,0,2016-10-31 00:00,22588,DW-YjvRgsfwmeT-9320@zoho.com
22589,28518,Rent,1,1,2016-10-31 11:33,22589,DW-rrDQZwlLUbLRRuPO-0793@live.com
22590,28958,Rent,0,1,2016-10-31 13:02,22590,DW-yGlvWcYwrpaz-1572@wp.pl
22591,949070,Buy,0,1,2016-10-31 18:55,22591,DW-jFCHgyTAmWHAdFB-1582@mail.com
22592,9742527,Buy,0,1,2016-10-31 00:00,22592,DW-WqmdbRNHobkJKJ-4812@hotmail.com
22593,39870,Rent,1,1,2016-11-01 00:00,22593,DW-eYZVXmJmkyKbgm-0031@zoho.com
22594,30975,Rent,0,1,2016-11-01 07:48,22594,DW-brROHZDT-0450@onet.pl
22595,2480531,Buy,0,1,2016-11-01 09:03,22595,DW-dMsSGSrzElDkeNY-8161@me.com
22596,9321220,Buy,1,0,2016-11-01 00:00,22596,DW-pHFxCMUCH-8750@live.com
22597,1326666,Buy,0,1,2016-11-01 10:21,22597,DW-xlyxqdHLinFLoRMq-9200@yahoo.com
22598,4113,Rent,0,1,2016-11-01 00:00,22598,DW-iIsIBQdjgD-9563@op.pl
22599,8901,Rent,0,1,2016-11-01 00:00,22599,DW-BKTQFqPuB-5635@onet.pl
22600,26140,Rent,0,1,2016-11-01 12:39,22600,DW-wBnaykhR-9686@interia.pl
22601,14806,Rent,0,1,2016-11-01 06:47,22601,DW-fxFnMQzIeDyyxCe-3834@inbox.lv
22602,933597,Buy,1,1,2016-11-01 00:00,22602,DW-XTpIMUtgNBBjJJ-8053@hotmail.com
22603,1834958,Buy,1,0,2016-11-01 06:59,22603,DW-AZtrwQLeucoDOxW-6313@op.pl
22604,8275,Rent,0,1,2016-11-01 16:43,22604,DW-rlaArVlGQnzdTmUH-1194@tutanota.com
22605,7652,Rent,0,1,2016-11-02 00:00,22605,DW-FBrRQwwAZnjJsrk-2769@me.com
22606,8795761,Buy,1,1,2016-11-02 16:44,22606,DW-ciIqnhFTG-7254@live.com
22607,2763239,Buy,0,1,2016-11-02 13:15,22607,DW-RErKPumLjjN-8319@mail.com
22608,7037,Rent,1,0,2016-11-02 12:54,22608,DW-YRCjrRGoLvcLIyIO-6676@outlook.com
22609,426185,Buy,0,1,2016-11-02 00:00,22609,DW-RHZRNwklRNPF-8855@icloud.com
22610,5733,Rent,0,1,2016-11-02 07:48,22610,DW-IoaLZkHRuia-9592@inbox.lv
22611,4469,Rent,0,1,2016-11-02 00:00,22611,DW-EBfVJaWaMe-5273@protonmail.com
22612,1649180,Buy,0,1,2016-11-02 12:20,22612,DW-KUoNlPXSbZTBz-7143@mail.com
22613,13994,Rent,0,1,2016-11-02 00:00,22613,DW-fwhIVlZT-0569@yandex.com
22614,5396172,Buy,0,0,2016-11-02 07:20,22614,DW-OBvmyOMixtwoovt-2995@onet.pl
22615,1018746,Buy,0,1,2016-11-02 17:46,22615,DW-ISdlNvjxdyGbIiu-0703@inbox.lv
22616,14473,Rent,0,1,2016-11-03 19:41,22616,DW-UOxeLdakMi-9157@hotmail.com
22617,8800,Rent,0,1,2016-11-03 12:22,22617,DW-GhVDAfAnD-9770@mail.com
22618,2451437,Buy,0,1,2016-11-03 00:00,22618,DW-OUGEAHbFeMsyg-9917@gmail.com
22619,9511,Rent,0,1,2016-11-03 00:00,22619,DW-oLUJhIUcdlqSoj-6885@interia.pl
22620,6681,Rent,1,1,2016-11-03 00:00,22620,DW-KuMsnknEVolQCu-1031@outlook.com
22621,41534,Rent,0,1,2016-11-03 00:00,22621,DW-aNlQBQIQ-1681@mail.com
22622,1051108,Buy,1,1,2016-11-03 00:00,22622,DW-ykGEUMKJyNscLaIl-5387@tutanota.com
22623,13898,Rent,1,1,2016-11-03 00:00,22623,DW-LYmnVQVyFDWHgxcV-0750@protonmail.com
22624,4273,Rent,0,1,2016-11-03 00:00,22624,DW-liXBmAVJny-0481@me.com
22625,9990983,Buy,0,0,2016-11-03 11:30,22625,DW-vvbxyDpZqvcQ-1164@gmail.com
22626,1045118,Buy,0,1,2016-11-04 15:46,22626,DW-ienCaWlnrLDaRh-9545@inbox.lv
22627,35859,Rent,0,1,2016-11-04 14:05,22627,DW-SSdbAXOMRACKffWm-0517@hotmail.com
22628,1037947,Buy,0,1,2016-11-04 10:46,22628,DW-FGEefrTPiRI-2017@op.pl
22629,1879498,Buy,0,1,2016-11-04 00:00,22629,DW-CgjhNSQAPMnQfS-5489@interia.pl
22630,3332954,Buy,1,0,2016-11-04 00:00,22630,DW-ZzCDvgRL-8468@outlook.com
22631,2473,Rent,0,1,2016-11-04 09:34,22631,DW-quZySjBlYrkS-5619@yahoo.com
22632,17665,Rent,0,0,2016-11-04 09:58,22632,DW-qSjsoaLFlBDZQTI-8981@mail.com
22633,4376,Rent,0,1,2016-11-05 12:05,22633,DW-jIZloXbaC-5615@onet.pl
22634,3337160,Buy,0,0,2016-11-05 00:00,22634,DW-IzkJXdMOmqkXeR-0093@outlook.com
22635,5957117,Buy,0,1,2016-11-05 12:07,22635,DW-xbDoqsJkiTxxYzS-6774@icloud.com
22636,16365,Rent,0,1,2016-11-05 00:00,22636,DW-PEfNalgsZcYdbtZ-7503@aol.com
22637,49719,Rent,1,1,2016-11-05 00:00,22637,DW-ubQsXCPQlAJDCWn-1516@mail.com
22638,9901698,Buy,0,1,2016-11-05 12:39,22638,DW-tPEJiYZrn-9524@mail.com
22639,264728,Buy,0,1,2016-11-05 00:00,22639,DW-HFUkXhXY-9843@me.com
22640,789198,Buy,0,1,2016-11-05 00:00,22640,DW-FybEIeihdWpyW-1885@interia.pl
22641,43207,Rent,0,1,2016-11-05 00:00,22641,DW-WZYmrOVD-5731@yahoo.com
22642,36073,Rent,1,1,2016-11-05 00:00,22642,DW-ONoSqQXsOefTd-9217@yandex.com
22643,2564210,Buy,1,0,2016-11-05 00:00,22643,DW-OsBPFitzWZWfnMoC-1684@me.com
22644,8268,Rent,0,0,2016-11-05 00:00,22644,DW-okTbQjrR-8761@o2.pl
22645,30610,Rent,1,1,2016-11-06 06:54,22645,DW-RrIqdNrYN-2030@protonmail.com
22646,10116,Rent,0,1,2016-11-06 00:00,22646,DW-gWBXgaFFaAxAfT-5729@tutanota.com
22647,13140,Rent,0,1,2016-11-06 00:00,22647,DW-dxpTCaQb-3385@icloud.com
22648,3313925,Buy,0,1,2016-11-06 00:00,22648,DW-OxuJyPyPZJxuo-1380@inbox.lv
22649,7186,Rent,1,1,2016-11-06 08:18,22649,DW-ZZdmNbqsVseytjRV-8410@o2.pl
22650,718714,Buy,0,1,2016-11-06 00:00,22650,DW-QKoKmABMFaxyT-3949@wp.pl
22651,1558259,Buy,0,1,2016-11-06 09:47,22651,DW-OLtkKZQRG-7550@o2.pl
22652,860792,Buy,0,1,2016-11-07 00:00,22652,DW-wwyCkIhHpqy-4476@icloud.com
22653,5038968,Buy,0,1,2016-11-07 00:00,22653,DW-vnqPMvWzkBHQ-9354@icloud.com
22654,15650,Rent,0,1,2016-11-07 10:15,22654,DW-GHmrwleK-4371@gmail.com
22655,4437235,Buy,1,1,2016-11-07 00:00,22655,DW-blrSMbRrxk-5979@zoho.com
22656,46421,Rent,1,1,2016-11-07 00:00,22656,DW-JiZLjQBwsFUIJV-9933@protonmail.com
22657,16274,Rent,0,1,2016-11-07 11:00,22657,DW-ECTkFNHqFFAAFtFb-9713@mail.com
22658,1238028,Buy,1,1,2016-11-07 00:00,22658,DW-nOPgXyStQKBrXRW-5177@gmx.com
22659,773038,Buy,1,1,2016-11-08 09:01,22659,DW-JBywpoWN-0107@yahoo.com
22660,4547441,Buy,0,1,2016-11-08 00:00,22660,DW-yWJjrrROMvkUTLwT-7200@o2.pl
22661,14971,Rent,0,1,2016-11-08 00:00,22661,DW-DiHvHWth-9479@aol.com
22662,616025,Buy,0,0,2016-11-08 00:00,22662,DW-hWHPpuDx-3425@op.pl
22663,162291,Buy,1,1,2016-11-08 00:00,22663,DW-tgaYEdGHnraO-7218@outlook.com
22664,20335,Rent,0,1,2016-11-08 00:00,22664,DW-oVTkeADXVeWbEq-6211@op.pl
22665,7706269,Buy,0,1,2016-11-08 14:42,22665,DW-JiZLjQBwsFUIJV-9933@protonmail.com
22666,5957,Rent,0,1,2016-11-08 09:33,22666,DW-SYTNfWCBpYJX-6107@protonmail.com
22667,6789,Rent,0,0,2016-11-08 00:00,22667,DW-UzXlulchdtXGLsnM-9054@outlook.com
22668,4490555,Buy,1,1,2016-11-08 13:03,22668,DW-SsgRmwVwu-8269@zoho.com
22669,4185626,Buy,0,0,2016-11-09 00:00,22669,DW-ycEuTUyXnMPGu-7745@tutanota.com
22670,4884596,Buy,0,1,2016-11-09 00:00,22670,DW-IxdeTElZFvGenNpn-8417@hotmail.com
22671,2955,Rent,0,0,2016-11-09 00:00,22671,DW-GNFTKcqiVicptkx-8010@mail.com
22672,7930,Rent,0,1,2016-11-09 00:00,22672,DW-HhiJpzNWo-5743@gmail.com
22673,230899,Buy,0,1,2016-11-09 00:00,22673,DW-LxdnxWVTPmReOV-0573@outlook.com
22674,10792,Rent,1,0,2016-11-09 00:00,22674,DW-DWyfMRsnvs-8056@wp.pl
22675,1198989,Buy,0,1,2016-11-09 16:04,22675,DW-gWWhmYVSugqYp-1870@wp.pl
22676,293804,Buy,1,1,2016-11-09 11:01,22676,DW-GnYfXQCuKNVZy-3215@outlook.com
22677,764679,Buy,1,1,2016-11-09 11:54,22677,DW-gBwFSoHXBSxwDed-5904@aol.com
22678,8699,Rent,1,0,2016-11-09 17:00,22678,DW-CKtqZYfsccGkEaCn-3237@protonmail.com
22679,1208678,Buy,0,1,2016-11-09 12:32,22679,DW-csWabSpMaPeKGyC-2331@icloud.com
22680,8578,Rent,0,1,2016-11-09 00:00,22680,DW-apGCucdfkjsjn-6029@mail.com
22681,414530,Buy,0,1,2016-11-09 00:00,22681,DW-DhiqPAlCQeJOoZxJ-8561@tutanota.com
22682,3977717,Buy,0,1,2016-11-09 18:33,22682,DW-DNlRseouyhNsBXvQ-6960@yandex.com
22683,17652,Rent,0,1,2016-11-10 00:00,22683,DW-adZuegGOPiz-0095@live.com
22684,31544,Rent,1,1,2016-11-10 00:00,22684,DW-zIaWMWThgkNy-4723@outlook.com
22685,19318,Rent,0,1,2016-11-10 14:46,22685,DW-YPnaXItme-8420@mail.com
22686,2586,Rent,1,1,2016-11-10 00:00,22686,DW-vuVwLkpjE-4208@outlook.com
22687,7938,Rent,1,1,2016-11-10 00:00,22687,DW-SxODwToXUpv-5256@wp.pl
22688,8414634,Buy,1,1,2016-11-10 00:00,22688,DW-OYCAbONpZaBRV-0406@op.pl
22689,7712772,Buy,0,1,2016-11-10 00:00,22689,DW-ZHPIcMbJMhTk-2139@onet.pl
22690,28456,Rent,0,1,2016-11-10 00:00,22690,DW-SHvuguYsmWJvGgQV-6845@tutanota.com
22691,23540,Rent,0,1,2016-11-10 00:00,22691,DW-CXjaCFWM-8444@o2.pl
22692,22255,Rent,0,1,2016-11-10 20:25,22692,DW-TqnQcpOIhfn-3692@icloud.com
22693,7514,Rent,0,1,2016-11-11 00:00,22693,DW-oELWiGJnwLWrSAL-2667@me.com
22694,19591,Rent,0,0,2016-11-11 00:00,22694,DW-zzYEkzXODjhcOG-4352@tutanota.com
22695,11239,Rent,0,1,2016-11-11 00:00,22695,DW-hcAQzzTrWAa-3346@hotmail.com
22696,13085,Rent,0,1,2016-11-11 11:07,22696,DW-hpSIHyRwioP-1066@mail.com
22697,1320703,Buy,1,1,2016-11-11 00:00,22697,DW-aVkvVvVEPdLo-5333@icloud.com
22698,1118539,Buy,0,1,2016-11-11 07:31,22698,DW-msgGobQAYHu-0317@protonmail.com
22699,6364945,Buy,0,1,2016-11-11 00:00,22699,DW-kmfHQhMfKwmaL-4714@zoho.com
22700,1196796,Buy,1,1,2016-11-11 07:52,22700,DW-tuRxPKlfcSjwR-2085@wp.pl
22701,1828002,Buy,0,1,2016-11-11 00:00,22701,DW-idWhtEwe-9771@live.com
22702,36481,Rent,0,1,2016-11-11 10:57,22702,DW-nixXHChNgz-0739@o2.pl
22703,9843,Rent,0,1,2016-11-12 00:00,22703,DW-MCfdmDYFt-8352@gmx.com
22704,1231788,Buy,0,1,2016-11-12 17:43,22704,DW-WECskHqNXCg-5215@gmail.com
22705,19532,Rent,0,1,2016-11-12 00:00,22705,DW-QzDdPnmgoRAarn-8442@yandex.com
22706,1132490,Buy,0,0,2016-11-12 00:00,22706,DW-JHpcrbVDmnZWuno-6294@inbox.lv
22707,361283,Buy,0,1,2016-11-12 00:00,22707,DW-uTEYdsiFnik-3577@onet.pl
22708,23861,Rent,0,1,2016-11-13 09:32,22708,DW-YytEDstefWrvDLWt-6712@gmail.com
22709,6252417,Buy,0,1,2016-11-13 00:00,22709,DW-GXQErunxPQZXil-0977@yandex.com
22710,15043,Rent,1,1,2016-11-13 17:00,22710,DW-pEHLUYDtzV-3233@live.com
22711,13546,Rent,0,1,2016-11-13 15:01,22711,DW-qRZnHfLvLlL-6164@live.com
22712,4520072,Buy,1,1,2016-11-13 00:00,22712,DW-RlLIQrlnbVrDMPFY-0713@protonmail.com
22713,1782581,Buy,0,0,2016-11-13 13:29,22713,DW-dMhLHHgyVMB-8447@o2.pl
22714,18215,Rent,0,1,2016-11-13 00:00,22714,DW-eXYQROkz-5413@op.pl
22715,9450355,Buy,1,1,2016-11-13 13:44,22715,DW-oIofCqBB-2479@tutanota.com
22716,362310,Buy,0,1,2016-11-13 00:00,22716,DW-cquhmCqOXoJOrdwd-9849@aol.com
22717,39075,Rent,0,1,2016-11-13 00:00,22717,DW-hZukLkvbchM-7720@op.pl
22718,2253382,Buy,0,1,2016-11-13 18:44,22718,DW-xVRicEYH-5638@interia.pl
22719,1285319,Buy,0,1,2016-11-13 19:17,22719,DW-ALSoyGuU-7218@mail.com
22720,5966787,Buy,0,1,2016-11-13 00:00,22720,DW-OiawJYhAjtZmUtkE-7063@tutanota.com
22721,2238,Rent,0,1,2016-11-14 10:32,22721,DW-QOAZpWdDpR-1338@live.com
22722,15672,Rent,0,1,2016-11-14 09:09,22722,DW-pgPLDBJTf-9955@protonmail.com
